technique_id,name,is_subtechnique,platforms,detection_strategies,analytic_count,analytic_platforms,log_sources,data_components
T1574.014,AppDomainManager,Yes,Windows,DET0517,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Creation | Module Load | Process Creation
T1578,Modify Cloud Compute Infrastructure,No,IaaS,DET0308,1,IaaS,AWS:CloudTrail | AWS:CloudWatch,Cloud Service Metadata | Instance Start | Instance Stop | Snapshot Creation | Snapshot Deletion | Snapshot Modification | Volume Creation | Volume Deletion | Volume Modification
T1578.001,Create Snapshot,Yes,IaaS,DET0423,1,IaaS,AWS:CloudTrail,Snapshot Creation | Snapshot Metadata
T1578.002,Create Cloud Instance,Yes,IaaS,DET0449,1,IaaS,AWS:CloudTrail | azure:activity,Instance Creation | Instance Metadata | Instance Start
T1578.003,Delete Cloud Instance,Yes,IaaS,DET0084,1,IaaS,AWS:CloudTrail | azure:activity,Instance Deletion | Instance Metadata | Instance Stop
T1578.004,Revert Cloud Instance,Yes,IaaS,DET0337,1,IaaS,AWS:CloudTrail,Instance Modification | Instance Start | Instance Stop
T1578.005,Modify Cloud Compute Configurations,Yes,IaaS,DET0492,1,IaaS,AWS:CloudTrail,Cloud Service Modification
T1580,Cloud Infrastructure Discovery,No,IaaS,DET0169,1,IaaS,AWS:CloudTrail,Cloud Storage Enumeration | Instance Enumeration | Instance Metadata
T1583,Acquire Infrastructure,No,PRE,DET0895,1,PRE,Domain Name | Internet Scan,Active DNS | Domain Registration | Passive DNS | Response Content | Response Metadata
T1583.001,Domains,Yes,PRE,DET0892,1,PRE,Domain Name,Active DNS | Domain Registration | Passive DNS
T1583.002,DNS Server,Yes,PRE,DET0862,1,PRE,,
T1583.003,Virtual Private Server,Yes,PRE,DET0838,1,PRE,Internet Scan,Response Content | Response Metadata
T1583.004,Server,Yes,PRE,DET0871,1,PRE,Internet Scan,Response Content | Response Metadata
T1583.005,Botnet,Yes,PRE,DET0837,1,PRE,,
T1583.006,Web Services,Yes,PRE,DET0896,1,PRE,Internet Scan,Response Content
T1583.007,Serverless,Yes,PRE,DET0829,1,PRE,Internet Scan,Response Content
T1583.008,Malvertising,Yes,PRE,DET0836,1,PRE,Internet Scan,Response Content
T1584,Compromise Infrastructure,No,PRE,DET0885,1,PRE,Domain Name | Internet Scan,Active DNS | Domain Registration | Passive DNS | Response Content | Response Metadata
T1584.001,Domains,Yes,PRE,DET0863,1,PRE,Domain Name,Active DNS | Domain Registration | Passive DNS
T1584.002,DNS Server,Yes,PRE,DET0891,1,PRE,Domain Name,Active DNS | Passive DNS
T1584.003,Virtual Private Server,Yes,PRE,DET0854,1,PRE,Internet Scan,Response Content | Response Metadata
T1584.004,Server,Yes,PRE,DET0874,1,PRE,Internet Scan,Response Content | Response Metadata
T1584.005,Botnet,Yes,PRE,DET0883,1,PRE,,
T1584.006,Web Services,Yes,PRE,DET0882,1,PRE,Internet Scan,Response Content
T1584.007,Serverless,Yes,PRE,DET0864,1,PRE,Internet Scan,Response Content
T1584.008,Network Devices,Yes,PRE,DET0859,1,PRE,Internet Scan,Response Content
T1585,Establish Accounts,No,PRE,DET0873,1,PRE,Network Traffic | Persona,Network Traffic Content | Social Media
T1585.001,Social Media Accounts,Yes,PRE,DET0851,1,PRE,Network Traffic | Persona,Network Traffic Content | Social Media
T1585.002,Email Accounts,Yes,PRE,DET0835,1,PRE,,
T1585.003,Cloud Accounts,Yes,PRE,DET0846,1,PRE,,
T1586,Compromise Accounts,No,PRE,DET0876,1,PRE,Network Traffic | Persona,Network Traffic Content | Social Media
T1586.001,Social Media Accounts,Yes,PRE,DET0870,1,PRE,Network Traffic | Persona,Network Traffic Content | Social Media
T1586.002,Email Accounts,Yes,PRE,DET0861,1,PRE,,
T1586.003,Cloud Accounts,Yes,PRE,DET0879,1,PRE,,
T1587,Develop Capabilities,No,PRE,DET0853,1,PRE,Internet Scan | Malware Repository,Malware Content | Malware Metadata | Response Content
T1587.001,Malware,Yes,PRE,DET0872,1,PRE,Malware Repository,Malware Content | Malware Metadata
T1587.002,Code Signing Certificates,Yes,PRE,DET0833,1,PRE,Malware Repository,Malware Metadata
T1587.003,Digital Certificates,Yes,PRE,DET0844,1,PRE,Internet Scan,Response Content
T1587.004,Exploits,Yes,PRE,DET0894,1,PRE,,
T1588,Obtain Capabilities,No,PRE,DET0850,1,PRE,Certificate | Internet Scan | Malware Repository,Certificate Registration | Malware Content | Malware Metadata | Response Content
T1588.001,Malware,Yes,PRE,DET0845,1,PRE,Malware Repository,Malware Content | Malware Metadata
T1588.002,Tool,Yes,PRE,DET0852,1,PRE,Malware Repository,Malware Metadata
T1588.003,Code Signing Certificates,Yes,PRE,DET0875,1,PRE,Malware Repository,Malware Metadata
T1588.004,Digital Certificates,Yes,PRE,DET0848,1,PRE,Certificate | Internet Scan,Certificate Registration | Response Content
T1588.005,Exploits,Yes,PRE,DET0827,1,PRE,,
T1588.006,Vulnerabilities,Yes,PRE,DET0808,1,PRE,,
T1588.007,Artificial Intelligence,Yes,PRE,DET0842,1,PRE,,
T1589,Gather Victim Identity Information,No,PRE,DET0841,1,PRE,Network Traffic,Network Traffic Content
T1589.001,Credentials,Yes,PRE,DET0813,1,PRE,,
T1589.002,Email Addresses,Yes,PRE,DET0814,1,PRE,Network Traffic,Network Traffic Content
T1589.003,Employee Names,Yes,PRE,DET0857,1,PRE,,
T1590,Gather Victim Network Information,No,PRE,DET0869,1,PRE,,
T1590.001,Domain Properties,Yes,PRE,DET0847,1,PRE,,
T1590.002,DNS,Yes,PRE,DET0843,1,PRE,,
T1590.003,Network Trust Dependencies,Yes,PRE,DET0828,1,PRE,,
T1590.004,Network Topology,Yes,PRE,DET0819,1,PRE,,
T1590.005,IP Addresses,Yes,PRE,DET0815,1,PRE,,
T1590.006,Network Security Appliances,Yes,PRE,DET0889,1,PRE,,
T1591,Gather Victim Org Information,No,PRE,DET0890,1,PRE,,
T1591.001,Determine Physical Locations,Yes,PRE,DET0806,1,PRE,,
T1591.002,Business Relationships,Yes,PRE,DET0855,1,PRE,,
T1591.003,Identify Business Tempo,Yes,PRE,DET0849,1,PRE,,
T1591.004,Identify Roles,Yes,PRE,DET0807,1,PRE,,
T1592,Gather Victim Host Information,No,PRE,DET0826,1,PRE,Internet Scan,Response Content
T1592.001,Hardware,Yes,PRE,DET0887,1,PRE,Internet Scan,Response Content
T1592.002,Software,Yes,PRE,DET0888,1,PRE,Internet Scan,Response Content
T1592.003,Firmware,Yes,PRE,DET0818,1,PRE,,
T1592.004,Client Configurations,Yes,PRE,DET0820,1,PRE,Internet Scan,Response Content
T1593,Search Open Websites/Domains,No,PRE,DET0856,1,PRE,,
T1593.001,Social Media,Yes,PRE,DET0812,1,PRE,,
T1593.002,Search Engines,Yes,PRE,DET0811,1,PRE,,
T1593.003,Code Repositories,Yes,PRE,DET0805,1,PRE,,
T1594,Search Victim-Owned Websites,No,PRE,DET0810,1,PRE,Application Log,Application Log Content
T1595,Active Scanning,No,PRE,DET0830,1,PRE,Network Traffic,Network Traffic Content | Network Traffic Flow
T1595.001,Scanning IP Blocks,Yes,PRE,DET0817,1,PRE,Network Traffic,Network Traffic Content | Network Traffic Flow
T1595.002,Vulnerability Scanning,Yes,PRE,DET0867,1,PRE,Network Traffic,Network Traffic Content | Network Traffic Flow
T1595.003,Wordlist Scanning,Yes,PRE,DET0868,1,PRE,Network Traffic,Network Traffic Content
T1596,Search Open Technical Databases,No,PRE,DET0860,1,PRE,,
T1596.001,DNS/Passive DNS,Yes,PRE,DET0877,1,PRE,,
T1596.002,WHOIS,Yes,PRE,DET0832,1,PRE,,
T1596.003,Digital Certificates,Yes,PRE,DET0831,1,PRE,,
T1596.004,CDNs,Yes,PRE,DET0809,1,PRE,,
T1596.005,Scan Databases,Yes,PRE,DET0858,1,PRE,,
T1597,Search Closed Sources,No,PRE,DET0822,1,PRE,,
T1597.001,Threat Intel Vendors,Yes,PRE,DET0816,1,PRE,,
T1597.002,Purchase Technical Data,Yes,PRE,DET0880,1,PRE,,
T1598,Phishing for Information,No,PRE,DET0823,1,PRE,Application Log | Network Traffic,Application Log Content | Network Traffic Content | Network Traffic Flow
T1598.001,Spearphishing Service,Yes,PRE,DET0821,1,PRE,Application Log | Network Traffic,Application Log Content | Network Traffic Content | Network Traffic Flow
T1598.002,Spearphishing Attachment,Yes,PRE,DET0865,1,PRE,Application Log | Network Traffic,Application Log Content | Network Traffic Content | Network Traffic Flow
T1598.003,Spearphishing Link,Yes,PRE,DET0878,1,PRE,Application Log | Network Traffic,Application Log Content | Network Traffic Content | Network Traffic Flow
T1598.004,Spearphishing Voice,Yes,PRE,DET0886,1,PRE,Application Log,Application Log Content
T1599,Network Boundary Bridging,No,Network Devices,DET0006,1,Network Devices,NSM:Flow | networkdevice:syslog,Network Traffic Content | Network Traffic Flow
T1599.001,Network Address Translation Traversal,Yes,Network Devices,DET0163,1,Network Devices,NSM:Flow | networkdevice:config,Network Traffic Content | Network Traffic Flow
T1600,Weaken Encryption,No,Network Devices,DET0339,1,Network Devices,NSM:Flow | networkdevice:config | snmp:status,File Modification | Module Load | Network Traffic Content
T1600.001,Reduce Key Space,Yes,Network Devices,DET0243,1,Network Devices,NSM:Flow | networkdevice:cli | networkdevice:config,Command Execution | File Modification | Network Traffic Content
T1600.002,Disable Crypto Hardware,Yes,Network Devices,DET0494,1,Network Devices,NSM:Flow | networkdevice:cli | networkdevice:config,Command Execution | File Modification | Network Traffic Content
T1601,Modify System Image,No,Network Devices,DET0170,1,Network Devices,networkdevice:cli | networkdevice:config,Command Execution | File Modification
T1601.001,Patch System Image,Yes,Network Devices,DET0469,1,Network Devices,firmware:runtime | networkdevice:cli | networkdevice:config,Command Execution | File Modification | Firmware Modification
T1601.002,Downgrade System Image,Yes,Network Devices,DET0569,1,Network Devices,networkdevice:cli | networkdevice:config | networkdevice:syslog,Command Execution | File Metadata | File Modification
T1602,Data from Configuration Repository,No,Network Devices,DET0592,1,Network Devices,NSM:Flow | networkdevice:syslog,Network Connection Creation | Network Traffic Content
T1602.001,SNMP (MIB Dump),Yes,Network Devices,DET0453,1,Network Devices,NSM:Flow | networkdevice:audit | networkdevice:syslog,File Modification | Network Connection Creation | Network Traffic Content
T1602.002,Network Device Configuration Dump,Yes,Network Devices,DET0233,1,Network Devices,NSM:Flow | networkdevice:cli | networkdevice:syslog | snmp:access,Command Execution | Network Connection Creation | Network Traffic Content | User Account Authentication
T1606,Forge Web Credentials,No,IaaS; Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,DET0260,7,IaaS; Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,AWS:CloudTrail | NSM:Connections | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:signinlogs | m365:oauth | m365:signinlogs | m365:unified | macos:unifiedlog | saas:auth,File Access | Logon Session Creation | Network Traffic Content | Process Access | Web Credential Creation | Web Credential Usage
T1606.001,Web Cookies,Yes,IaaS; Linux; SaaS; Windows; macOS,DET0171,5,IaaS; Linux; SaaS; Windows; macOS,AWS:CloudTrail | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | m365:unified | macos:unifiedlog | saas:access,File Access | File Creation | Logon Session Creation | Network Connection Creation | Web Credential Usage
T1606.002,SAML Tokens,Yes,IaaS; Identity Provider; Office Suite; SaaS; Windows,DET0148,5,IaaS; Identity Provider; Office Suite; SaaS; Windows,AWS:CloudTrail | CloudTrail:Signin | WinEventLog:ADFS | WinEventLog:Security | azure:signinlogs | m365:exchange | m365:sharepoint | m365:unified | saas:access,Logon Session Creation | Logon Session Metadata | User Account Authentication | Web Credential Creation | Web Credential Usage
T1608,Stage Capabilities,No,PRE,DET0839,1,PRE,Internet Scan,Response Content
T1608.001,Upload Malware,Yes,PRE,DET0824,1,PRE,Internet Scan,Response Content
T1608.002,Upload Tool,Yes,PRE,DET0834,1,PRE,Internet Scan,Response Content
T1608.003,Install Digital Certificate,Yes,PRE,DET0840,1,PRE,Internet Scan,Response Content
T1608.004,Drive-by Target,Yes,PRE,DET0825,1,PRE,Internet Scan,Response Content
T1608.005,Link Target,Yes,PRE,DET0893,1,PRE,Internet Scan,Response Content
T1608.006,SEO Poisoning,Yes,PRE,DET0881,1,PRE,Internet Scan,Response Content
T1609,Container Administration Command,No,Containers,DET0065,1,Containers,docker:daemon | kubernetes:apiserver,Command Execution | Process Creation
T1610,Deploy Container,No,Containers,DET0249,1,Containers,containerd:runtime | docker:daemon | docker:events | ebpf:syscalls,Application Log Content | Container Start | Network Traffic Content | Process Creation
T1611,Escape to Host,No,Containers; ESXi; Linux; Windows,DET0219,4,Containers; ESXi; Linux; Windows,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | docker:daemon | esxi:vmkernel | kubernetes:apiserver | linux:Sysmon,Container Creation | File Creation | Kernel Module Load | OS API Execution | Process Creation | Volume Modification
T1612,Build Image on Host,No,Containers,DET0459,1,Containers,NSM:Flow | docker:daemon,Image Creation | Network Connection Creation
T1613,Container and Resource Discovery,No,Containers,DET0490,1,Containers,docker:daemon | kubernetes:apiserver,Container Enumeration | Pod Enumeration
T1614,System Location Discovery,No,IaaS; Linux; Windows; macOS,DET0043,4,IaaS; Linux; Windows; macOS,AWS:CloudTrail | WinEventLog:Security | auditd:SYSCALL | azure:vpcflow | etw:Microsoft-Windows-Kernel-Base | linux:Sysmon | macos:osquery | macos:unifiedlog,Command Execution | Network Traffic Content | OS API Execution | Process Creation
T1614.001,System Language Discovery,Yes,Linux; Windows; macOS,DET0565,3,Linux; Windows; macOS,ETW | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:Sysmon | macos:osquery | macos:unifiedlog,Command Execution | OS API Execution | Process Creation | Windows Registry Key Access
T1615,Group Policy Discovery,No,Windows,DET0055,1,Windows,NSM:Flow | WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon,Active Directory Object Access | Command Execution | Network Traffic Content | Process Creation
T1619,Cloud Storage Object Discovery,No,IaaS,DET0578,1,IaaS,AWS:CloudTrail,Cloud Storage Access | Cloud Storage Enumeration
T1620,Reflective Code Loading,No,Linux; Windows; macOS,DET0300,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:MMAP | auditd:SYSCALL | etw:Microsoft-Antimalware-Scan-Interface | etw:Microsoft-Windows-DotNETRuntime | macos:unifiedlog,Module Load | OS API Execution | Process Access | Process Creation | Script Execution
T1621,Multi-Factor Authentication Request Generation,No,IaaS; Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,DET0160,6,IaaS; Identity Provider; Linux; SaaS; Windows; macOS,AWS:CloudTrail | NSM:Connections | WinEventLog:Security | auditd:AUTH | azure:signinlogs | macos:unifiedlog | saas:okta,Application Log Content | Logon Session Metadata | User Account Authentication
T1622,Debugger Evasion,No,Linux; Windows; macOS,DET0371,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | etw:Microsoft-Windows-Kernel-Process | macos:unifiedlog,File Access | OS API Execution | Process Creation
T1647,Plist File Modification,No,macOS,DET0109,1,macOS,macos:unifiedlog,Command Execution | File Modification | Process Creation
T1648,Serverless Execution,No,IaaS; Office Suite; SaaS,DET0374,3,IaaS; Office Suite; SaaS,AWS:CloudTrail | m365:exchange | m365:unified | saas:appsscript | saas:googledrive,Application Log Content | Cloud Service Modification
T1649,Steal or Forge Authentication Certificates,No,Identity Provider; Linux; Windows; macOS,DET0240,4,Identity Provider; Linux; Windows; macOS,WinEventLog:Security | auditd:SYSCALL | azure:signinlogs | m365:unified | macos:keychain | macos:unifiedlog,Active Directory Credential Request | Active Directory Object Modification | Application Log Content | Command Execution | File Access | Windows Registry Key Access
T1650,Acquire Access,No,PRE,DET0884,1,PRE,,
T1651,Cloud Administration Command,No,IaaS,DET0545,1,IaaS,AWS:CloudTrail | azure:activity | azure:vmguest,Command Execution | Process Creation | Script Execution
T1652,Device Driver Discovery,No,Linux; Windows; macOS,DET0579,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:FS | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Access | Process Creation | Windows Registry Key Modification
T1653,Power Settings,No,Linux; Network Devices; Windows; macOS,DET0417,3,Linux; Windows; macOS,WinEventLog:Security | auditd:PATH | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Modification | Process Creation
T1654,Log Enumeration,No,ESXi; IaaS; Linux; Windows; macOS,DET0255,5,ESXi; IaaS; Linux; Windows; macOS,AWS:CloudTrail | WinEventLog:Security | auditd:PATH | auditd:SYSCALL | azure:activity | esxi:hostd | esxi:shell | macos:unifiedlog,Command Execution | File Access | Process Creation
T1657,Financial Theft,No,Linux; Office Suite; SaaS; Windows; macOS,DET0495,5,Linux; Office Suite; SaaS; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | m365:office | m365:unified | macos:unifiedlog | saas:finance,Application Log Content | Command Execution | File Modification | Logon Session Creation | Process Creation
T1659,Content Injection,No,Linux; Windows; macOS,DET0349,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Creation | Network Traffic Content | Process Creation
T1665,Hide Infrastructure,No,ESXi; Linux; Network Devices; Windows; macOS,DET0411,5,ESXi; Linux; Network Devices; Windows; macOS,NSM:Flow | WinEventLog:Security | auditd:SYSCALL | dns:query | esxi:vmkernel | macos:unifiedlog,Domain Registration | Network Connection Creation | Network Traffic Content | Process Creation | Response Content | Response Metadata
T1666,Modify Cloud Resource Hierarchy,No,IaaS,DET0155,1,IaaS,AWS:CloudTrail,Cloud Service Modification
T1667,Email Bombing,No,Linux; Office Suite; Windows; macOS,DET0355,4,Linux; Office Suite; Windows; macOS,Application:Mail | WinEventLog:Sysmon | auditd:SYSCALL | fs:fsusage | m365:exchange | m365:unified | macos:unifiedlog,Application Log Content | File Creation
T1668,Exclusive Control,No,Linux; Windows; macOS,DET0015,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:osquery | macos:unifiedlog,Command Execution | Process Creation | Process Termination
T1669,Wi-Fi Networks,No,Linux; Network Devices; Windows; macOS,DET0536,4,Linux; Network Devices; Windows; macOS,NSM:Firewall | WIDS:AssociationLogs | WinEventLog:Microsoft-Windows-WLAN-AutoConfig | WinEventLog:Security | auditd:SYSCALL | linux:syslog | macos:osquery | macos:unifiedlog,Firewall Rule Modification | Network Connection Creation | Network Traffic Content | Network Traffic Flow | User Account Authentication
T1671,Cloud Application Integration,No,Office Suite; SaaS,DET0539,2,Office Suite; SaaS,azure:audit | m365:unified | saas:audit | saas:integration,Active Directory Object Modification | Application Log Content | Cloud Service Modification
T1673,Virtual Machine Discovery,No,ESXi; Linux; Windows; macOS,DET0199,4,ESXi; Linux; Windows; macOS,WinEventLog:Security | auditd:SYSCALL | esxi:shell | macos:unifiedlog,Command Execution | Process Creation
T1674,Input Injection,No,Linux; Windows; macOS,DET0568,3,Linux; Windows; macOS,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:System | auditd:SYSCALL | linux:syslog | macos:unifiedlog,Command Execution | Drive Creation | Process Creation | Script Execution
T1675,ESXi Administration Command,No,ESXi,DET0232,1,ESXi,esxi:hostd,Application Log Content
T1677,Poisoned Pipeline Execution,No,SaaS,DET0533,1,SaaS,saas:PRMetadata | saas:RepoEvents | saas:github,Cloud Service Metadata | Cloud Service Modification | Cloud Storage Access | Command Execution | File Metadata
T1678,Delay Execution,No,Linux; Windows; macOS,DET0372,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:PROCTITLE | auditd:SYSCALL | macos:unifiedlog,Module Load | Process Creation | Script Execution
T1679,Selective Exclusion,No,Windows,DET0897,1,Windows,WinEventLog:PowerShell | WinEventLog:Security,Command Execution | File Modification | Process Creation
T1680,Local Storage Discovery,No,ESXi; IaaS; Linux; Windows; macOS,DET0188,4,ESXi; Linux; Windows; macOS,WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | esxi:auth | esxi:hostd | macos:unifiedlog,Command Execution | Process Creation | User Account Authentication
T1681,Search Threat Vendor Data,No,PRE,DET0866,1,PRE,,
T1682,Query Public AI Services,No,PRE,DET0919,1,PRE,,
T1683,Generate Content,No,PRE,DET0916,1,PRE,,
T1683.001,Written Content,Yes,PRE,DET0917,1,PRE,,
T1683.002,Audio-Visual Content,Yes,PRE,DET0918,1,PRE,,
T1684,Social Engineering,No,Linux; Office Suite; SaaS; Windows; macOS,DET0899,5,Linux; Office Suite; SaaS; Windows; macOS,NSM:Connections | WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:PATH | m365:exchange | m365:teams | m365:unified | macos:unifiedlog | saas:okta | saas:slack | saas:zoom,Application Log Content | Command Execution | File Access | File Creation | File Modification | Logon Session Creation | Network Connection Creation | Process Creation | User Account Authentication
T1684.001,Impersonation,Yes,Linux; Office Suite; SaaS; Windows; macOS,DET0286,5,Linux; Office Suite; SaaS; Windows; macOS,Application:Mail | WinEventLog:Security | auditd:SYSCALL | gcp:workspaceaudit | m365:unified | macos:unifiedlog,Application Log Content | Command Execution | Logon Session Creation
T1684.002,Email Spoofing,Yes,Linux; Office Suite; Windows; macOS,DET0431,4,Linux; Office Suite; Windows; macOS,linux:syslog | m365:messagetrace | macos:unifiedlog | saas:email,Application Log Content
T1685,Disable or Modify Tools,No,Containers; ESXi; IaaS; Linux; Network Devices; Windows; macOS,DET0497,7,Containers; ESXi; IaaS; Linux; Network Devices; Windows; macOS,AWS:CloudTrail | WinEventLog:Sysmon | WinEventLog:System | auditd:CONFIG_CHANGE | auditd:SYSCALL | esxi:hostd | esxi:shell | kubernetes:audit | macos:unifiedlog | networkdevice:config | networkdevice:syslog,Cloud Service Modification | Command Execution | Host Status | Process Creation | Process Termination | Service Creation | Service Metadata | Service Modification | Windows Registry Key Modification
T1685.001,Disable or Modify Windows Event Log,Yes,Windows,DET0187,1,Windows,WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System,Application Log Content | Process Creation | Service Metadata | Windows Registry Key Modification
T1685.002,Disable or Modify Cloud Log,Yes,IaaS; Identity Provider; Office Suite; SaaS,DET0289,4,IaaS; Identity Provider; Office Suite; SaaS,AWS:CloudTrail | azure:policy | gcp:config | m365:unified | saas:audit,Cloud Service Disable | Cloud Service Modification | User Account Modification
T1685.003,Modify or Spoof Tool UI,Yes,Linux; Windows; macOS,DET0311,3,Linux; Windows; macOS,WinEventLog:Sysmon | WinEventLog:System | auditd:SYSCALL | linux:syslog | macos:unifiedlog,Host Status | Process Creation | Service Creation
T1685.004,Disable or Modify Linux Audit System Log,Yes,Linux,DET0062,1,Linux,auditd:EXECVE | auditd:FILE | auditd:SYSCALL | linux:syslog,Command Execution | File Modification | Process Modification | Service Metadata
T1685.005,Clear Windows Event Logs,Yes,Windows,DET0532,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Application Log Content | File Deletion | Process Creation
T1685.006,Clear Linux or Mac System Logs,Yes,Linux; macOS,DET0520,2,Linux; macOS,auditd:SYSCALL | fs:fsusage | macos:unifiedlog,File Deletion | File Modification | Process Creation
T1686,Disable or Modify System Firewall,No,ESXi; Linux; Network Devices; Windows; macOS,DET0145,5,ESXi; Linux; Network Devices; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxi:hostd | linux:osquery | macos:unifiedlog | networkdevice:cli,Command Execution | Firewall Rule Modification | Process Creation | Windows Registry Key Modification
T1686.001,Cloud Firewall,Yes,IaaS,DET0424,1,IaaS,AWS:CloudTrail,Firewall Disable | Firewall Rule Modification
T1686.002,Network Device Firewall,Yes,Network Devices,DET0306,1,Network Devices,NSM:Flow | networkdevice:Firewall,Command Execution | Firewall Rule Modification | Logon Session Creation | Network Connection Creation
T1686.003,Windows Host Firewall,Yes,Windows,DET0901,1,Windows,WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System,Network Connection Creation | Process Creation | Service Creation | Windows Registry Key Creation | Windows Registry Key Modification
T1687,Exploitation for Defense Impairment,No,IaaS; Linux; SaaS; Windows; macOS,DET0900,5,IaaS; Linux; SaaS; Windows; macOS,AWS:CloudTrail | NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System | auditd:DAEMON | auditd:EXECVE | m365:unified | macos:unifiedlog | saas:okta,Application Log Content | Cloud Service Disable | Command Execution | Driver Load | Driver Metadata | Firewall Rule Modification | Instance Modification | Network Traffic Content | Process Creation | Process Metadata | Service Metadata
T1688,Safe Mode Boot,No,Windows,DET0116,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Process Creation | Windows Registry Key Creation | Windows Registry Key Modification
T1689,Downgrade Attack,No,Linux; Windows; macOS,DET0350,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:unifiedlog,Command Execution | Process Creation | Process Metadata | Windows Registry Key Modification
T1690,Prevent Command History Logging,No,ESXi; Linux; Network Devices; Windows; macOS,DET0563,5,ESXi; Linux; Network Devices; Windows; macOS,WinEventLog:PowerShell | WinEventLog:Sysmon | auditd:SYSCALL | esxi:shell | linux:osquery | macos:unifiedlog | networkdevice:cli,Command Execution | Process Creation
